cell_id,cd3,cd4,cd8,cd16,cd19,cd33
cell_5624,0,0.8150004148483276,0.2157684713602066,3.757678985595703,0,0.12260457128286362
cell_587,3.767674446105957,3.4128775596618652,0.7672359943389893,0.48020491003990173,0.3094319701194763,1.1659727096557617
cell_2867,3.352306842803955,0.10809625685214996,4.783771514892578,0.9378550052642822,1.5080417394638062,0
cell_1795,0.7778573036193848,0,0.8952023386955261,3.8516902923583984,0.4936293363571167,0
cell_4167,3.280669689178467,0.53733891248703,4.713303089141846,1.632504940032959,0,0
cell_684,0.33726492524147034,0.5614129900932312,0.7296991944313049,3.722360849380493,0,0.25371456146240234
cell_4794,0.9402450323104858,0.5127914547920227,0.6012669801712036,3.2539021968841553,0,0
cell_307,1.144928216934204,1.0108925104141235,0,0.2175152450799942,0.9380709528923035,2.871433973312378
cell_2360,0.49211010336875916,0.046438153833150864,1.9517207145690918,0.5545457005500793,1.8228516578674316,0
cell_6558,0.7436897158622742,1.2981072664260864,0,0,0.3898718059062958,2.5972628593444824
cell_5505,2.097108840942383,8.921775734052062e-4,0,1.1138343811035156,0,0
cell_767,4.51144552230835,1.5419245958328247,4.367743015289307,0.8218483328819275,0.22736187279224396,0
cell_411,3.991809368133545,0.274828165769577,4.159351348876953,0.5519492626190186,0.2091604769229889,0.5187738537788391
cell_9776,0,0.640060305595398,1.4177006483078003,3.2891845703125,0.3315381109714508,0.9430947303771973
cell_5296,1.1791893243789673,0.8373315334320068,1.7935512065887451,4.251917839050293,0,0
cell_6013,3.0967857837677,0,4.5770344734191895,1.0675513744354248,0.15215618908405304,0.13572444021701813
cell_898,4.170605182647705,3.04775333404541,0.9044947624206543,0.819781482219696,0.4490852653980255,0
cell_1952,0.2869625687599182,0,2.6414809226989746,3.553901195526123,0,1.542197585105896
cell_4399,4.2146992683410645,0.546328604221344,3.753685235977173,0.16800983250141144,0.5880258679389954,0
cell_8389,1.0867464542388916,0.10038334876298904,1.3363368511199951,3.428940534591675,0,0.09215547144412994
cell_8000,3.127466917037964,0.0666988343000412,4.710676193237305,0.29897889494895935,0.2622387111186981,0
cell_9072,3.250574827194214,0,1.7339462041854858,0.4348818361759186,0.7292378544807434,0
cell_433,4.517677307128906,0.5639557838439941,4.882477283477783,1.1170591115951538,0.5350975394248962,0.8694249391555786
cell_4299,4.288234710693359,3.8972694873809814,0.8410415053367615,0,0.3178384006023407,0
cell_5525,3.483781337738037,0.168206125497818,4.49572229385376,0,0,1.4248988628387451
cell_9908,0.2831556797027588,0.13155682384967804,1.2146258354187012,3.5901296138763428,0.11631904542446136,0
cell_9281,3.6595873832702637,3.3900279998779297,1.5320976972579956,0,0.17871451377868652,0.8968076705932617
cell_4248,4.17179012298584,0,5.278554439544678,0.30445197224617004,0.2070511132478714,0
cell_9084,4.354889869689941,0.16027255356311798,4.42407751083374,1.4446061849594116,0.38189518451690674,0
cell_9531,0.13533999025821686,0.06330035626888275,1.855358362197876,1.916558861732483,2.474364995956421,0
cell_3872,2.987966537475586,0,4.874484539031982,1.1242257356643677,0.06640607118606567,0
cell_4493,4.431008815765381,3.123975992202759,1.0896966457366943,0,0.08293817937374115,1.1322896480560303
cell_9342,0,0.6007826924324036,0.8084890842437744,3.120718002319336,0,0
cell_3997,0.3312302231788635,0,0.5544192790985107,0.2607499063014984,2.974243402481079,0.17906944453716278
cell_4669,0.3905317485332489,0.12633265554904938,2.130721092224121,0.8888965845108032,2.935157060623169,0.5339823961257935
cell_6789,0.0159987173974514,0.8728614449501038,0,4.178419589996338,0,0.8420076966285706
cell_8426,3.14528489112854,0.6497825980186462,3.6649413108825684,0,0.7415662407875061,1.864021897315979
cell_4532,3.459136962890625,3.853473424911499,0,0.9505811333656311,0.46701276302337646,0.6424606442451477
cell_974,1.4563019275665283,0,0.4507598280906677,3.6638355255126953,1.8671727180480957,0
cell_3632,4.882306098937988,3.8235714435577393,0.40916553139686584,0.2863115668296814,0.08213043957948685,0
cell_6090,1.1563117504119873,0.7097563147544861,1.656593680381775,4.335809230804443,0,0.21280060708522797
cell_8610,0.7836700677871704,0.21083423495292664,0,3.3181612491607666,0.15678256750106812,0
cell_6272,0,0,0.31967073678970337,3.526177406311035,0,0
cell_4907,5.397930145263672,3.7290332317352295,4.68701171875,0,1.378340244293213,0.5014120936393738
cell_4630,4.054096221923828,3.4690301418304443,0.6921017169952393,0.9141822457313538,0,0.18477007746696472
cell_779,3.576211929321289,0.7848308682441711,4.984627723693848,0.8086320161819458,0,1.2558051347732544
cell_8730,2.957186460494995,0,3.065068483352661,0,0.12763112783432007,0
cell_4721,3.6362383365631104,3.2448768615722656,0.40312033891677856,0.16005158424377441,0.022674251347780228,0.42281726002693176
cell_3842,4.264741897583008,0.5655429363250732,3.575704574584961,0,0,0
cell_2996,0.6636927127838135,0.28026485443115234,1.239263653755188,3.5152571201324463,0.36140525341033936,0
cell_8311,0,0.17822061479091644,1.7373329401016235,4.013078689575195,0,0
cell_2581,0.48317238688468933,0.32777416706085205,0.686516523361206,3.728724241256714,0,0.2618735432624817
cell_1464,3.707486391067505,0,3.6480553150177,0.16365914046764374,0.3702874779701233,0
cell_9965,0,0,1.126627802848816,3.498073101043701,0,0
cell_5512,2.4969241619110107,0.18779030442237854,4.58144998550415,0,0.038098398596048355,0.7076402902603149
cell_1012,5.031814098358154,3.288278818130493,0.4614950716495514,1.528229832649231,0,0.07264796644449234
cell_2369,3.7951252460479736,0.4233646094799042,5.188608646392822,0,0,1.6763585805892944
cell_225,0.8445468544960022,0,0.3549432158470154,3.099700927734375,0,0
cell_8496,0.45410943031311035,0.32186931371688843,2.0256552696228027,3.3537113666534424,0,0
cell_1076,4.949102878570557,3.450287342071533,0,0,0.3470071852207184,0
cell_2127,5.86009060498327e-4,0.041723739355802536,2.186746120452881,3.9026193618774414,0,0.24768254160881042
cell_4876,3.4617137908935547,0.24560965597629547,4.307068824768066,0,0.04101457819342613,0
cell_3892,4.831510066986084,3.7498703002929688,0,0,0.03400298207998276,0.48310479521751404
cell_1661,3.252075433731079,0.5407085418701172,1.7377090454101562,0,0,0
cell_9773,0.43153783679008484,1.0776869058609009,2.4641354084014893,4.381733417510986,0.34130749106407166,0.01679755002260208
cell_2642,3.7079691886901855,0,3.6108431816101074,0.5654529929161072,0,1.0366532802581787
cell_445,4.911704063415527,4.089343547821045,0.6192947626113892,1.4702306985855103,0.49060505628585815,0.6410291790962219
cell_702,0,0,3.3930888175964355,0.8301198482513428,0.9945283532142639,0.18280911445617676
cell_2682,4.425713062286377,3.6637933254241943,0,0.7693831920623779,0.39311814308166504,0.11857377737760544
cell_4658,1.3323118686676025,1.0801385641098022,0.4452134668827057,1.8495031595230103,0.22899571061134338,2.0108230113983154
cell_9349,0.7976773381233215,0,0.8760093450546265,1.2080137729644775,0.48418715596199036,2.736691951751709
cell_9377,0,0.19210577011108398,0,1.0705387592315674,0.41126906871795654,2.271620035171509
cell_6976,0,0.6964094638824463,1.9263732433319092,3.8387012481689453,0.40285295248031616,0.027405302971601486
cell_935,0.09608090668916702,0.34745386242866516,2.8963124752044678,3.2877118587493896,0,0
cell_6203,0.5639148950576782,0,2.0059993267059326,3.9517581462860107,0.12259793281555176,0
cell_3426,3.6768016815185547,0,4.814055919647217,1.7524162530899048,0.6629584431648254,2.2705161571502686
cell_6257,0.10062700510025024,0.04621225222945213,2.4918148517608643,3.9028844833374023,0,0
cell_6263,0,0,1.1330195665359497,0,2.1623311042785645,0
cell_4137,0,1.1546093225479126,1.6005291938781738,3.578214406967163,0.3327787220478058,0
cell_8627,3.5649845600128174,0.17840467393398285,2.6980223655700684,0,0,0.24746902287006378
cell_1732,0.3594442307949066,0.13248199224472046,1.9910155534744263,3.771151304244995,0,0
cell_840,3.3034744262695312,3.3930368423461914,0.6640042662620544,0,0.0011449562152847648,0.16156505048274994
cell_4132,3.886040687561035,0.10867674648761749,5.221508502960205,0,0,0
cell_4169,4.001709461212158,0.6073524951934814,3.8780720233917236,0.7328251004219055,0,0
cell_4695,4.032331466674805,0.42698028683662415,4.978524684906006,0.7852231860160828,0.25571417808532715,0.19421124458312988
cell_969,0.3517466187477112,0.7504993677139282,1.967899203300476,4.137890338897705,0.1128171905875206,0.3578498065471649
cell_6938,4.827347278594971,3.8614540100097656,1.6136611700057983,0,0.19463790953159332,0.8240035772323608
cell_2390,4.478130340576172,0,4.744740009307861,2.1053764820098877,0,0
cell_6153,1.342002511024475,1.2930104732513428,0,0.9615894556045532,0,2.6206905841827393
cell_179,4.672416687011719,3.5580525398254395,0,0.3132874369621277,0.1462334394454956,0
cell_6371,1.746776819229126,0.8225374221801758,2.0881364345550537,0.7222709655761719,0,1.0951306819915771
cell_1828,0,0.4519602358341217,0.28397563099861145,3.7358665466308594,0.16670826077461243,0
cell_1967,4.633708477020264,3.6028594970703125,1.5040837526321411,0.6686246991157532,0.9152011275291443,1.6285834312438965
cell_9893,1.0343425273895264,0,1.4903253316879272,2.9001145362854004,0.23863036930561066,0.8302509188652039
cell_5513,0,0,0.7299481630325317,3.279083013534546,0,0
cell_2146,3.3992297649383545,0,4.21695613861084,0,1.195636510848999,0
cell_4734,4.352154731750488,2.9905760288238525,1.144881248474121,0.7616251707077026,0.14372271299362183,0.30305054783821106
cell_4633,3.8875341415405273,0.46727147698402405,4.818092346191406,1.0409449338912964,0.025389498099684715,1.3882832527160645
cell_9887,1.3646776676177979,0.4668726325035095,2.396289348602295,1.3011915683746338,2.957801342010498,0.01583677902817726
cell_138,3.6494204998016357,0.6690749526023865,4.602916717529297,0.3681112825870514,0,0
cell_6271,3.4841628074645996,0.08683022856712341,3.418693780899048,1.1870925426483154,0,0.7702625393867493
cell_7307,3.665449857711792,0.4152055084705353,4.319997310638428,1.8493672609329224,1.141741394996643,0
cell_218,3.654778480529785,0.7876224517822266,3.1618216037750244,1.9396623373031616,0.1372894048690796,1.0687861442565918
cell_8461,0.9951052665710449,0.5196126103401184,0.4481648802757263,4.003454208374023,0,0.004249282646924257
cell_192,0.17479898035526276,0,1.4745455980300903,2.556490659713745,0.22705355286598206,0.448532372713089
cell_9427,3.785890817642212,0,5.052989482879639,0,0,0
cell_6599,1.2432307004928589,0.6260789036750793,1.5734013319015503,4.212926864624023,0,0.785557746887207
cell_7002,0.26963239908218384,0.39126190543174744,0,0.2682998478412628,0,2.0333542823791504
cell_9486,0.8689854741096497,0,0.4496448338031769,4.30538272857666,0,0.033142056316137314
cell_4142,1.5337133407592773,0.08983869850635529,2.1321966648101807,0,0,0.012452904134988785
cell_1071,0.9384908676147461,0.45886510610580444,0,0,1.584332823753357,0.16176381707191467
cell_280,3.855421543121338,0.6986146569252014,5.226154804229736,1.5752837657928467,0.45134419202804565,1.7108681201934814
cell_2083,0.841245710849762,0.07892578095197678,1.5594022274017334,3.595184087753296,0.016975516453385353,0.42470788955688477
cell_5479,0,0,2.6658458709716797,3.7907931804656982,0,0
cell_9220,3.8966751098632812,0,0,1.1652836799621582,0,0.5645257830619812
cell_6154,3.7223596572875977,1.1963266134262085,3.6535863876342773,0,0,0
cell_215,1.4804221391677856,0.5217341184616089,0,4.04986572265625,0,1.3897557258605957
cell_2816,4.3184027671813965,3.6379687786102295,0.21508555114269257,0.29406532645225525,0,0.8133902549743652
cell_7263,3.578584909439087,1.0368971824645996,4.414520740509033,0,0.43511542677879333,0.012568679638206959
cell_7258,2.9913525581359863,0.05888446420431137,2.920625686645508,0.34962886571884155,0,0.6678658127784729
cell_4009,0.6883798241615295,0.03976285830140114,4.055570602416992,0.13273368775844574,2.4766390323638916,0.7726274728775024
cell_1174,2.9758949279785156,3.5916078090667725,1.1665488481521606,0.08207949995994568,0,0.151819109916687
cell_2420,1.1188312768936157,0,3.2015511989593506,0.45816361904144287,0.9064412713050842,0.9058011770248413
cell_2763,0,0.11663328111171722,0.9375760555267334,0,0,0.5766381621360779
cell_8414,1.072899580001831,0.9512747526168823,1.9685287475585938,3.7813034057617188,0,0.01535000279545784
cell_2048,0.2503683865070343,1.1379951238632202,0.19026410579681396,1.3378154039382935,0.1092628613114357,0.8624644875526428
cell_8913,0,0,1.143208622932434,0.29214662313461304,1.8761870861053467,0.6560630798339844
cell_2753,3.2486371994018555,1.2975435256958008,4.385010719299316,0,0.5322847366333008,0.6257047653198242
cell_9611,4.229076385498047,1.3028267621994019,4.866855621337891,0.4120157063007355,0.9827242493629456,0
cell_1425,3.9533586502075195,0.62108612060546875,4.805497646331787,0.8502880930900574,0.20060421526432037,0
cell_2614,4.433310508728027,0.047323569655418396,4.406093120574951,1.8613499402999878,0,0
cell_3706,0,0,2.2820489406585693,3.314147472381592,0,0.4944818615913391
cell_3118,0.3354376554489136,1.0494107007980347,0.6589613556861877,0,0.26450634002685547,2.7670092582702637
